variant,sample_set,stratum_column,stratum_value,seed_count,sample_count,raw_soft_MAE_mean,raw_soft_MSE_mean,raw_soft_regret_mean,oracle_label_accuracy_mean,delta_vs_visual_cls_mean_concat,delta_vs_round0_timefuse
visual_mean_patch_only,pilot_test,group_name,HIGH_LOW_HIGH,3,15006.0,0.353582282138275,4.808467948359825,0.0597245806959811,0.37440579323826023,0.002610590201321039,-0.004388210706953943
cls_mean_concat_plus_aux,pilot_test,group_name,HIGH_LOW_LOW,3,13589.0,0.9759562172606847,1342.6949259289881,0.357906672823594,0.36944096941153387,0.05935986307299024,-0.37980114908546436
film_cls_mean_concat_aux,pilot_test,group_name,HIGH_LOW_LOW,3,13589.0,0.7729594461575687,995.3828183599608,0.15490990172047786,0.3648048666813844,-0.14363690803012574,-0.5827979201885803
film_mean_patch_aux,pilot_test,group_name,HIGH_LOW_LOW,3,13589.0,0.7705252099285337,995.3255227487412,0.15247566549144284,0.3735374199720362,-0.1460711442591608,-0.5852321564176154
mean_patch_plus_aux,pilot_test,group_name,HIGH_LOW_LOW,3,13589.0,1.316840051217981,2670.0704166891974,0.6987905067808904,0.36460862952878553,0.4002436970302865,-0.038917315128168095
round0_original_visual,pilot_test,group_name,HIGH_LOW_LOW,1,13589.0,1.3988293802005505,2808.995712572907,0.7807798357634592,0.220987563470454,0.482233026012856,0.0430720138544014
round0_timefuse,pilot_test,group_name,HIGH_LOW_LOW,1,13589.0,1.355757366346149,3127.764342804522,0.7377078219090584,0.385164471263522,0.4391610121584546,0.0
visual_cls_mean_concat,pilot_test,group_name,HIGH_LOW_LOW,3,13589.0,0.9165963541876945,1336.9371246766411,0.29854680975060355,0.38138690607599285,0.0,-0.4391610121584546
visual_mean_patch_only,pilot_test,group_name,HIGH_LOW_LOW,3,13589.0,0.9691988011442488,1663.090690309861,0.35114925670715796,0.3475114676086049,0.05260244695655436,-0.38655856520190024
cls_mean_concat_plus_aux,pilot_test,group_name,LOW_HIGH_HIGH,3,7600.0,0.2784358723730563,0.534474292853499,0.039368909912185,0.6330263157894737,-0.00419801488758792,-0.016086742035555934
film_cls_mean_concat_aux,pilot_test,group_name,LOW_HIGH_HIGH,3,7600.0,0.280461640985973,0.5242785402380397,0.04139467852510167,0.6148684210526315,-0.002172246274671219,-0.014060973422639234
film_mean_patch_aux,pilot_test,group_name,LOW_HIGH_HIGH,3,7600.0,0.2790070311878495,0.5528417400702083,0.03994006872697813,0.6729385964912281,-0.0036268560727947263,-0.015515583220762741
mean_patch_plus_aux,pilot_test,group_name,LOW_HIGH_HIGH,3,7600.0,0.2794570077060772,0.5378390646453393,0.040390045245205834,0.6281578947368421,-0.0031768795545670248,-0.01506560670253504
round0_original_visual,pilot_test,group_name,LOW_HIGH_HIGH,1,7600.0,0.3014888894471852,0.5665085108630017,0.0624219269863139,0.6722368421052631,0.018855002186541014,0.006966275038573
round0_timefuse,pilot_test,group_name,LOW_HIGH_HIGH,1,7600.0,0.2945226144086122,0.5457971714696179,0.0554556519477408,0.6717105263157894,0.011888727147968015,0.0
visual_cls_mean_concat,pilot_test,group_name,LOW_HIGH_HIGH,3,7600.0,0.2826338872606442,0.534861574937875,0.0435669247997729,0.6757894736842105,0.0,-0.011888727147968015
visual_mean_patch_only,pilot_test,group_name,LOW_HIGH_HIGH,3,7600.0,0.2811346190530963,0.5305293651436349,0.04206765659222494,0.5685087719298245,-0.0014992682075479213,-0.013387995355515936
cls_mean_concat_plus_aux,pilot_test,group_name,LOW_HIGH_LOW,3,4818.0,0.38645235986875065,2.4160084519862433,0.061447338113440074,0.5345233153452331,-0.0003624994534073833,-0.030591462272512526
film_cls_mean_concat_aux,pilot_test,group_name,LOW_HIGH_LOW,3,4818.0,0.38891384972425636,2.640485941383359,0.06390882796894577,0.5190258751902587,0.002098990402098322,-0.02812997241700682
film_mean_patch_aux,pilot_test,group_name,LOW_HIGH_LOW,3,4818.0,0.39035583193777823,2.8204612434211036,0.0653508101824677,0.5600525806005258,0.003540972615620197,-0.026687990203484946
mean_patch_plus_aux,pilot_test,group_name,LOW_HIGH_LOW,3,4818.0,0.3898941377245533,2.551829473404927,0.0648891159692427,0.5280199252801993,0.003079278402395247,-0.027149684416709896
round0_original_visual,pilot_test,group_name,LOW_HIGH_LOW,1,4818.0,0.4133472588044852,1.900353111058956,0.0883422370491746,0.520755500207555,0.026532399482327162,-0.0036965633367779804
round0_timefuse,pilot_test,group_name,LOW_HIGH_LOW,1,4818.0,0.4170438221412632,2.74419216303504,0.0920388003859526,0.4908675799086758,0.030228962819105143,0.0
visual_cls_mean_concat,pilot_test,group_name,LOW_HIGH_LOW,3,4818.0,0.38681485932215803,2.4163133139048774,0.06180983756684747,0.5639269406392694,0.0,-0.030228962819105143
visual_mean_patch_only,pilot_test,group_name,LOW_HIGH_LOW,3,4818.0,0.3850803437417152,2.371637372195535,0.060075321986404605,0.4942576449425764,-0.0017345155804428525,-0.031963478399547995
cls_mean_concat_plus_aux,pilot_test,group_name,LOW_LOW_HIGH,3,14693.0,0.16975499820260945,0.635297436984584,0.030937244536850567,0.3792962635268495,-0.0015756514430038393,-0.011583266919689555
film_cls_mean_concat_aux,pilot_test,group_name,LOW_LOW_HIGH,3,14693.0,0.16880493471953437,0.6517281302766764,0.02998718105377547,0.38188252909548764,-0.0025257149260789202,-0.012533330402764636
film_mean_patch_aux,pilot_test,group_name,LOW_LOW_HIGH,3,14693.0,0.16820171178853785,0.6281991103734738,0.02938395812277897,0.590462578552145,-0.0031289378570754367,-0.013136553333761153
mean_patch_plus_aux,pilot_test,group_name,LOW_LOW_HIGH,3,14693.0,0.16936096534768952,0.6265390585617548,0.030543211681930704,0.37906939812609175,-0.0019696842979237683,-0.011977299774609484
round0_original_visual,pilot_test,group_name,LOW_LOW_HIGH,1,14693.0,0.2273613254074364,0.8201490576280311,0.0885435717416775,0.6807323215136459,0.05603067576182311,0.04602306028513739
round0_timefuse,pilot_test,group_name,LOW_LOW_HIGH,1,14693.0,0.181338265122299,1.0034782512969085,0.0425205114565401,0.8044647110869121,0.010007615476685716,0.0
visual_cls_mean_concat,pilot_test,group_name,LOW_LOW_HIGH,3,14693.0,0.1713306496456133,0.6630487924074736,0.032512895979854434,0.5854034801152476,0.0,-0.010007615476685716
visual_mean_patch_only,pilot_test,group_name,LOW_LOW_HIGH,3,14693.0,0.17226183135273607,0.6455989468325606,0.03344407768697719,0.16769890424011433,0.0009311817071227801,-0.009076433769562936
cls_mean_concat_plus_aux,pilot_test,group_name,LOW_LOW_LOW,3,14606.0,0.51332438096384,1.74193523085572,0.09804416821265183,0.3595554338399744,-0.002623921567343479,-0.03184453101983897
film_cls_mean_concat_aux,pilot_test,group_name,LOW_LOW_LOW,3,14606.0,0.5132751796386298,1.8217258973230184,0.09799496688744154,0.3543292710758135,-0.0026731228925537254,-0.03189373234504922
film_mean_patch_aux,pilot_test,group_name,LOW_LOW_LOW,3,14606.0,0.5124812780411393,1.6275923240562513,0.0972010652899511,0.40369254644210145,-0.0034670244900442126,-0.03268763394253971
mean_patch_plus_aux,pilot_test,group_name,LOW_LOW_LOW,3,14606.0,0.5164054702346573,1.9317030433375564,0.10112525748346914,0.35531060294855993,0.0004571677034738153,-0.02876344174902168
round0_original_visual,pilot_test,group_name,LOW_LOW_LOW,1,14606.0,0.5514757862954046,1.3344212759449807,0.1361955735442164,0.3560865397781733,0.0355274837642211,0.006306874311725608
round0_timefuse,pilot_test,group_name,LOW_LOW_LOW,1,14606.0,0.545168911983679,1.3351635642060005,0.1298886992324908,0.4351636313843626,0.029220609452495494,0.0
visual_cls_mean_concat,pilot_test,group_name,LOW_LOW_LOW,3,14606.0,0.5159483025311835,1.5639896150309707,0.10066808977999527,0.40446848327171475,0.0,-0.029220609452495494
visual_mean_patch_only,pilot_test,group_name,LOW_LOW_LOW,3,14606.0,0.5160893340953748,1.805820732269466,0.10080912134418653,0.2968871240129627,0.00014103156419131846,-0.029079577888304176
cls_mean_concat_plus_aux,pilot_test,missing_ratio_cat,complete,3,75000.0,0.45294176457467167,245.45947450874348,0.1126568405619105,0.43236,0.009879965677590585,-0.08227852828811572
film_cls_mean_concat_aux,pilot_test,missing_ratio_cat,complete,3,75000.0,0.41956830643471926,183.46384554568647,0.07928338242195809,0.42661777777777776,-0.02349349246236182,-0.11565198642806812
film_mean_patch_aux,pilot_test,missing_ratio_cat,complete,3,75000.0,0.41782391367984983,183.35398509131247,0.07753898966708857,0.51556,-0.02523788521723125,-0.11739637918293755
mean_patch_plus_aux,pilot_test,missing_ratio_cat,complete,3,75000.0,0.5161075230654948,486.1025190318065,0.1758225990527336,0.4291955555555555,0.0730457241684137,-0.019112769797292595
round0_original_visual,pilot_test,missing_ratio_cat,complete,1,75000.0,0.6030090914993991,510.97595197005967,0.2627241674866379,0.45796,0.159947292602318,0.06778879863661169
round0_timefuse,pilot_test,missing_ratio_cat,complete,1,75000.0,0.5352202928627874,568.5024010523083,0.1949353688500262,0.58724,0.0921584939657063,0.0
visual_cls_mean_concat,pilot_test,missing_ratio_cat,complete,3,75000.0,0.4430617988970811,244.23848718010018,0.10277687488431982,0.5173288888888888,0.0,-0.0921584939657063
visual_mean_patch_only,pilot_test,missing_ratio_cat,complete,3,75000.0,0.4529755004271802,303.4864915174055,0.11269057641441906,0.3377822222222222,0.009913701530099128,-0.08224479243560717
cls_mean_concat_plus_aux,pilot_test,oracle_model,CrossFormer,3,7417.0,0.628399669823763,1.4256310639004373,0.09774835267056114,0.1250280886252303,0.006334987629679101,-0.03036846029262663
film_cls_mean_concat_aux,pilot_test,oracle_model,CrossFormer,3,7417.0,0.6310800839085179,1.4649546754375125,0.10042876675531609,0.14727427980764904,0.009015401714433935,-0.027688046207871797
film_mean_patch_aux,pilot_test,oracle_model,CrossFormer,3,7417.0,0.6353155779349056,1.484637080130683,0.1046642607817037,0.11082647970877711,0.013250895740821611,-0.02345255218148412
mean_patch_plus_aux,pilot_test,oracle_model,CrossFormer,3,7417.0,0.6299387948222098,1.4354375949757685,0.0992874776690079,0.12385960181564866,0.007874112628125873,-0.02882933529417986
round0_original_visual,pilot_test,oracle_model,CrossFormer,1,7417.0,0.8240311439787584,1.8618416209321929,0.2933798268255566,0.0338411756774976,0.20196646178467448,0.16526301386236875
round0_timefuse,pilot_test,oracle_model,CrossFormer,1,7417.0,0.6587681301163897,1.4666456832008945,0.1281168129631878,0.0609410812997168,0.03670344792230573,0.0
visual_cls_mean_concat,pilot_test,oracle_model,CrossFormer,3,7417.0,0.622064682194084,1.4263755964884453,0.091413365040882,0.1709586086018606,0.0,-0.03670344792230573
visual_mean_patch_only,pilot_test,oracle_model,CrossFormer,3,7417.0,0.6313962677597199,1.423356665291937,0.10074495060651807,0.11168037391577902,0.009331585565635958,-0.027371862356669774
cls_mean_concat_plus_aux,pilot_test,oracle_model,DLinear,3,9432.0,0.6205465023715262,5.862538837489808,0.09814879410387838,0.31163415323720667,0.0018477219839243553,-0.0050798966689343805
film_cls_mean_concat_aux,pilot_test,oracle_model,DLinear,3,9432.0,0.6304184820107029,8.334275477223777,0.10802077374305513,0.3286330223353124,0.011719701623101098,0.004792082970242362
film_mean_patch_aux,pilot_test,oracle_model,DLinear,3,9432.0,0.6280594331071332,7.7552822188085395,0.10566172483948537,0.35224059937800395,0.009360652719531348,0.0024330340666726125
mean_patch_plus_aux,pilot_test,oracle_model,DLinear,3,9432.0,0.6212239881619768,6.376137598423964,0.09882627989432886,0.3271487135990953,0.002525207774374927,-0.004402410878483809
round0_original_visual,pilot_test,oracle_model,DLinear,1,9432.0,0.6405446547248034,6.173070777921842,0.1181469464571556,0.5269296013570822,0.021845874337201532,0.014918255684342796
round0_timefuse,pilot_test,oracle_model,DLinear,1,9432.0,0.6256263990404606,7.648778700226069,0.1032286907728127,0.2743850720949957,0.006927618652858736,0.0
visual_cls_mean_concat,pilot_test,oracle_model,DLinear,3,9432.0,0.6186987803876018,6.103730381570735,0.09630107211995399,0.34623268306474414,0.0,-0.006927618652858736
visual_mean_patch_only,pilot_test,oracle_model,DLinear,3,9432.0,0.616164640072602,5.9376434245651275,0.09376693180495417,0.3383163698049194,-0.0025341403149998776,-0.009461758967858613
cls_mean_concat_plus_aux,pilot_test,oracle_model,ES,3,31097.0,0.3016953254915537,533.7601777026814,0.11610765923583614,0.32413630468105176,-0.007045464201408724,-0.19971188230089382
film_cls_mean_concat_aux,pilot_test,oracle_model,ES,3,31097.0,0.22836635745418019,432.07504611018476,0.04277869119846267,0.33863931140195724,-0.08037443223878224,-0.2730408503382673
film_mean_patch_aux,pilot_test,oracle_model,ES,3,31097.0,0.2328494490007442,432.08639335352,0.04726178274502666,0.5220010504764662,-0.07589134069221823,-0.2685577587917033
mean_patch_plus_aux,pilot_test,oracle_model,ES,3,31097.0,0.4376556077236677,1106.4284517357655,0.2520679414679501,0.3316289888628056,0.12891481803070526,-0.06375160006877983
round0_original_visual,pilot_test,oracle_model,ES,1,31097.0,0.462331726898322,1213.8942542770462,0.2767440606426045,0.6881049618934303,0.1535909372053596,-0.03907548089412549
round0_timefuse,pilot_test,oracle_model,ES,1,31097.0,0.5014072077924475,1356.0322963384665,0.3158195415367301,0.7399749171945846,0.1926664180994851,0.0
visual_cls_mean_concat,pilot_test,oracle_model,ES,3,31097.0,0.3087407896929624,583.0916312296293,0.12315312343724498,0.5320877683806584,0.0,-0.1926664180994851
visual_mean_patch_only,pilot_test,oracle_model,ES,3,31097.0,0.3297286340083938,726.0555262794551,0.14414096775267624,0.11204725000267977,0.02098784431543138,-0.1716785737840537
cls_mean_concat_plus_aux,pilot_test,oracle_model,NaiveForecaster,3,11038.0,0.44169083688613825,149.8799801468576,0.17869048980837085,0.5777918705079422,0.08267620058909841,-0.01765831122167466
film_cls_mean_concat_aux,pilot_test,oracle_model,NaiveForecaster,3,11038.0,0.3776358321074162,8.444633201719766,0.11463548502964867,0.5131364377604638,0.018621195810376356,-0.08171331600039672
film_mean_patch_aux,pilot_test,oracle_model,NaiveForecaster,3,11038.0,0.3695851662010294,8.439754451320551,0.10658481912326194,0.5726882889412334,0.010570529903989545,-0.08976398190678353
mean_patch_plus_aux,pilot_test,oracle_model,NaiveForecaster,3,11038.0,0.46827441316625723,170.34730803125356,0.20527406608848978,0.5678564957419822,0.1092597768692174,0.00892526505844432
round0_original_visual,pilot_test,oracle_model,NaiveForecaster,1,11038.0,0.4376362841948438,37.22262645601115,0.1746359371170764,0.5743794165609712,0.07862164789780396,-0.021712863912969116
round0_timefuse,pilot_test,oracle_model,NaiveForecaster,1,11038.0,0.4593491481078129,30.5773862068853,0.1963488010300455,0.4106722232288458,0.10033451181077307,0.0
visual_cls_mean_concat,pilot_test,oracle_model,NaiveForecaster,3,11038.0,0.35901463629703984,3.2917337784503253,0.09601428921927237,0.5741076281935132,0.0,-0.10033451181077307
visual_mean_patch_only,pilot_test,oracle_model,NaiveForecaster,3,11038.0,0.35598761656978367,2.305197476613062,0.09298726949201623,0.5381107688590928,-0.003027019727256164,-0.10336153153802924
cls_mean_concat_plus_aux,pilot_test,oracle_model,PatchTST,3,16016.0,0.5744002489566217,5.67406027461984,0.07589526589887373,0.7556818181818182,-0.0010554441192348607,0.03169453527340549
film_cls_mean_concat_aux,pilot_test,oracle_model,PatchTST,3,16016.0,0.5975862853006503,8.795229185102068,0.0990813022429023,0.7248792873792874,0.022130592224793744,0.05488057161743409
film_mean_patch_aux,pilot_test,oracle_model,PatchTST,3,16016.0,0.5856893688359112,8.593963723103094,0.08718438577816327,0.7472943722943723,0.010233675760054628,0.04298365515269498
mean_patch_plus_aux,pilot_test,oracle_model,PatchTST,3,16016.0,0.5867778550487,6.243968983462932,0.08827287199095195,0.7245670995670995,0.011322161972843414,0.044072141365483763
round0_original_visual,pilot_test,oracle_model,PatchTST,1,16016.0,0.86566350324053,5.733625049944596,0.367158520182782,0.0866633366633366,0.29020781016467345,0.3229577895573138
round0_timefuse,pilot_test,oracle_model,PatchTST,1,16016.0,0.5427057136832162,3.035038648938258,0.0442007306254682,0.8403471528471529,-0.03274997939264035,0.0
visual_cls_mean_concat,pilot_test,oracle_model,PatchTST,3,16016.0,0.5754556930758565,5.057574422768941,0.0769507100181085,0.7107059607059606,0.0,0.03274997939264035
visual_mean_patch_only,pilot_test,oracle_model,PatchTST,3,16016.0,0.5803864189213037,5.702578932278474,0.08188143586355573,0.74240342990343,0.004930725845447181,0.03768070523808753
cls_mean_concat_plus_aux,pilot_test,season_strength_cat,moderate,3,11042.0,0.3776900247977244,4.2106877162115985,0.06222785338098089,0.5333574835476665,-0.0016329734654493833,-0.017941712598143478
film_cls_mean_concat_aux,pilot_test,season_strength_cat,moderate,3,11042.0,0.39677582881756696,8.16353895724469,0.08131365740082354,0.5146410674394735,0.017452830554393173,0.0011440914216990783
film_mean_patch_aux,pilot_test,season_strength_cat,moderate,3,11042.0,0.3905588333860406,7.041803770309218,0.0750966619692971,0.5743524723781923,0.0112358351228668,-0.005072904009827295
mean_patch_plus_aux,pilot_test,season_strength_cat,moderate,3,11042.0,0.3814964694563389,4.666802994593113,0.0660342980395955,0.5291311960393649,0.002173471193165133,-0.014135267939528962
round0_original_visual,pilot_test,season_strength_cat,moderate,1,11042.0,0.412026278148932,4.228509808006368,0.0965641067321886,0.5605868502082956,0.03270327988575822,0.016394540753064124
round0_timefuse,pilot_test,season_strength_cat,moderate,1,11042.0,0.3956317373958679,3.354478554049096,0.0801695659791244,0.5712733200507154,0.016308739132694094,0.0
visual_cls_mean_concat,pilot_test,season_strength_cat,moderate,3,11042.0,0.3793229982631738,4.0205546412873625,0.06386082684643034,0.5905633037493208,0.0,-0.016308739132694094
visual_mean_patch_only,pilot_test,season_strength_cat,moderate,3,11042.0,0.37770433984730106,4.1446189286329895,0.0622421684305576,0.4684235947594035,-0.0016186584158727202,-0.017927397548566815
cls_mean_concat_plus_aux,pilot_test,season_strength_cat,strong,3,8277.0,0.25502562690759806,1.2344022573150661,0.033235651613575536,0.5538238492207321,-0.00355687477881117,-0.017686350279378038
film_cls_mean_concat_aux,pilot_test,season_strength_cat,strong,3,8277.0,0.25678248404925275,1.4677479886826053,0.034992508755230335,0.5436752446538601,-0.0018000176371564813,-0.01592949313772335
film_mean_patch_aux,pilot_test,season_strength_cat,strong,3,8277.0,0.2542445811565874,1.3327642294124222,0.03245460586256487,0.6236156417381499,-0.004337920529821848,-0.018467396030388716
mean_patch_plus_aux,pilot_test,season_strength_cat,strong,3,8277.0,0.2559432090715413,1.349844095098885,0.03415323377751883,0.5490314526197092,-0.0026392926148679496,-0.016768768115434818
round0_original_visual,pilot_test,season_strength_cat,strong,1,8277.0,0.2711709398935167,1.033637044800191,0.0493809645994943,0.6644919656880512,0.012588438207107477,-0.0015410372934593908
round0_timefuse,pilot_test,season_strength_cat,strong,1,8277.0,0.2727119771869761,1.7262946773445549,0.0509220018929536,0.651685393258427,0.014129475500566868,0.0
visual_cls_mean_concat,pilot_test,season_strength_cat,strong,3,8277.0,0.2585825016864092,1.296349254147459,0.0367925263923868,0.6234545527767709,0.0,-0.014129475500566868
visual_mean_patch_only,pilot_test,season_strength_cat,strong,3,8277.0,0.2565838397112991,1.2952744221984671,0.03479386441727656,0.46808424952680117,-0.0019986619751101165,-0.016128137475676985
cls_mean_concat_plus_aux,pilot_test,season_strength_cat,weak,3,55681.0,0.4972851057877861,329.60523386630194,0.134463310585387,0.39427572541201966,0.014160467149817946,-0.10463869739835069
film_cls_mean_concat_aux,pilot_test,season_strength_cat,weak,3,55681.0,0.4482864111694242,245.28112046583692,0.085464615967025,0.39176140275258464,-0.03483822746854398,-0.15363739201671262
film_mean_patch_aux,pilot_test,season_strength_cat,weak,3,55681.0,0.4475469278480451,245.3756576765833,0.08472513264564603,0.4878384607556138,-0.035577710789923056,-0.1543768753380917
mean_patch_plus_aux,pilot_test,season_strength_cat,weak,3,55681.0,0.5814755171906049,653.6338325307385,0.2186537219882058,0.39156384882934336,0.09835087855263669,-0.020448285995531945
round0_original_visual,pilot_test,season_strength_cat,weak,1,55681.0,0.6902104098280525,687.2712375610113,0.3273886146256533,0.4069072035344193,0.2070857711900843,0.08828660664191568
round0_timefuse,pilot_test,season_strength_cat,weak,1,55681.0,0.6019238031861368,764.8273447977755,0.2391020079837377,0.5808264937770514,0.11879916454816863,0.0
visual_cls_mean_concat,pilot_test,season_strength_cat,weak,3,55681.0,0.4831246386379682,327.9891110321625,0.12030284343556903,0.48703028561508116,0.0,-0.11879916454816863
visual_mean_patch_only,pilot_test,season_strength_cat,weak,3,55681.0,0.4970960789165819,407.7692748909487,0.13427428371418282,0.2925055225301269,0.013971440278613745,-0.10482772426955489
cls_mean_concat_plus_aux,pilot_test,trend_strength_cat,moderate,3,40223.0,0.3848893649990188,2.235641351638952,0.06952541414004172,0.41115779529125124,0.0009777886572256977,-0.011555533332351653
film_cls_mean_concat_aux,pilot_test,trend_strength_cat,moderate,3,40223.0,0.388834066761103,3.281349452259196,0.07347011590212597,0.4076606253470237,0.004922490419309866,-0.0076108315702674845
film_mean_patch_aux,pilot_test,trend_strength_cat,moderate,3,40223.0,0.38505812271327944,2.8306977612842252,0.06969417185430234,0.5136281895101477,0.0011465463714863122,-0.011386775618091038
mean_patch_plus_aux,pilot_test,trend_strength_cat,moderate,3,40223.0,0.3871806462991751,2.4484506883314165,0.07181669544019796,0.4080998433731944,0.003269069957381965,-0.009264252032195386
round0_original_visual,pilot_test,trend_strength_cat,moderate,1,40223.0,0.4676869392865929,2.154250321466503,0.1523229884276158,0.4730129527882057,0.08377536294479976,0.07124204095522241
round0_timefuse,pilot_test,trend_strength_cat,moderate,1,40223.0,0.3964448983313705,1.9798784302675232,0.0810809474723934,0.6050766974119285,0.01253332198957735,0.0
visual_cls_mean_concat,pilot_test,trend_strength_cat,moderate,3,40223.0,0.3839115763417931,2.0278925622347628,0.06854762548281602,0.5140342590060413,0.0,-0.01253332198957735
visual_mean_patch_only,pilot_test,trend_strength_cat,moderate,3,40223.0,0.3861079376276472,2.2024712078121635,0.07074398676867016,0.30045827843108003,0.002196361285854098,-0.010336960703723252
cls_mean_concat_plus_aux,pilot_test,trend_strength_cat,strong,3,17445.0,0.708031525801171,1048.8592617335032,0.26232539716969344,0.4409095251743575,0.04570172897000546,-0.29151232338246535
film_cls_mean_concat_aux,pilot_test,trend_strength_cat,strong,3,17445.0,0.5548062544978154,779.8441555152585,0.10910012586633781,0.4335721792299608,-0.10752354233335015,-0.44473759468582097
film_mean_patch_aux,pilot_test,trend_strength_cat,strong,3,17445.0,0.5551699895719099,780.3439486693437,0.10946386094043226,0.4894621190407949,-0.10715980725925567,-0.4443738596117265
mean_patch_plus_aux,pilot_test,trend_strength_cat,strong,3,17445.0,0.97314744159757,2082.9060652284948,0.5274413129660925,0.43613260724180763,0.3108176447664045,-0.026396407586066317
round0_original_visual,pilot_test,trend_strength_cat,strong,1,17445.0,1.1320291793275723,2190.5550531148124,0.6863230506960948,0.3240470048724563,0.46969938249640675,0.13248533014393593
round0_timefuse,pilot_test,trend_strength_cat,strong,1,17445.0,0.9995438491836364,2438.0264449690862,0.5538377205521589,0.54640298079679,0.3372140523524708,0.0
visual_cls_mean_concat,pilot_test,trend_strength_cat,strong,3,17445.0,0.6623297968311656,1044.0677717506387,0.21662366819968795,0.4986146937995605,0.0,-0.3372140523524708
visual_mean_patch_only,pilot_test,trend_strength_cat,strong,3,17445.0,0.7037216571043126,1298.4530765911456,0.258015528472835,0.37905799178370114,0.04139186027314701,-0.2958221920793238
cls_mean_concat_plus_aux,pilot_test,trend_strength_cat,weak,3,17332.0,0.35412055430091244,1.2800926106522346,0.0621091481400351,0.4729594584198784,-0.0055157413582987425,-0.035810000171612566
film_cls_mean_concat_aux,pilot_test,trend_strength_cat,weak,3,17332.0,0.3547747060672575,1.351338792094414,0.0627632999063802,0.4636125855835063,-0.004861589591953708,-0.03515584840526753
film_mean_patch_aux,pilot_test,trend_strength_cat,weak,3,17332.0,0.3556231357033537,1.418736513939581,0.06361172954247636,0.5463112547119009,-0.004013159955857493,-0.034307418769171316
mean_patch_plus_aux,pilot_test,trend_strength_cat,weak,3,17332.0,0.3552930980354709,1.32175094839888,0.06328169187459354,0.4711708592968689,-0.0043431976237403025,-0.034637456437054126
round0_original_visual,pilot_test,trend_strength_cat,weak,1,17332.0,0.3845869530441266,1.287392423622734,0.0925755468832493,0.5578121393953381,0.02495065738491542,-0.0053436014283984035
round0_timefuse,pilot_test,trend_strength_cat,weak,1,17332.0,0.389930554472525,1.5388931650573283,0.0979191483116478,0.5869489960766213,0.030294258813313824,0.0
visual_cls_mean_concat,pilot_test,trend_strength_cat,weak,3,17332.0,0.3596362956592112,1.301427289802108,0.06762488949833384,0.5438110623894146,0.0,-0.030294258813313824
visual_mean_patch_only,pilot_test,trend_strength_cat,weak,3,17332.0,0.35577652023176376,1.2337262451562734,0.06376511407088647,0.3828563735671975,-0.0038597754274474205,-0.034154034240761244
