sample_set,variant,seed,method,sample_count,MAE,MSE,regret_to_oracle,oracle_label_accuracy,weight_entropy,normalized_weight_entropy,mean_max_weight
round2_selection_small,film_mean_patch_aux,16,film_mean_patch_aux_hard_top1,5000,0.3237829815510981,3.073044380676584,0.0603332473270391,0.617,1.145483723040484,0.7117290407098364,0.4982646778851747
round2_selection_small,film_mean_patch_aux,16,film_mean_patch_aux_raw_soft_fusion,5000,0.3055398168146268,2.966947438951954,0.0420900825905679,0.617,1.145483723040484,0.7117290407098364,0.4982646778851747
round2_diagnostic_balanced_small,film_mean_patch_aux,16,film_mean_patch_aux_hard_top1,5000,0.3967221943418262,4.213449618417616,0.0906286388785851,0.4998,1.0621330491751433,0.6599403566199821,0.54535942979455
round2_diagnostic_balanced_small,film_mean_patch_aux,16,film_mean_patch_aux_raw_soft_fusion,5000,0.3696341588340409,3.896964142791256,0.0635406033707997,0.4998,1.0621330491751433,0.6599403566199821,0.54535942979455
round2_test_small,film_mean_patch_aux,16,film_mean_patch_aux_hard_top1,5000,0.4115033473241026,3.549783774960108,0.0781544251257437,0.611,1.0542419971633703,0.6550373700624332,0.5537300588339568
round2_test_small,film_mean_patch_aux,16,film_mean_patch_aux_raw_soft_fusion,5000,0.3992940504044694,3.4766461801692765,0.0659451282061105,0.611,1.0542419971633703,0.6550373700624332,0.5537300588339568
round2_selection_small,film_mean_patch_aux,17,film_mean_patch_aux_hard_top1,5000,0.3229886140499584,3.164915987680603,0.0595388798258995,0.3738,1.12379502348812,0.698253094128508,0.5247517479479313
round2_selection_small,film_mean_patch_aux,17,film_mean_patch_aux_raw_soft_fusion,5000,0.305763340447619,3.030417240937352,0.0423136062235601,0.3738,1.12379502348812,0.698253094128508,0.5247517479479313
round2_diagnostic_balanced_small,film_mean_patch_aux,17,film_mean_patch_aux_hard_top1,5000,0.3880890395381604,4.063017988963908,0.0819954840749193,0.3742,1.0403783144192704,0.6464233798802375,0.5625749638944865
round2_diagnostic_balanced_small,film_mean_patch_aux,17,film_mean_patch_aux_raw_soft_fusion,5000,0.3654349634433522,3.969473069930132,0.059341407980111,0.3742,1.0403783144192704,0.6464233798802375,0.5625749638944865
round2_test_small,film_mean_patch_aux,17,film_mean_patch_aux_hard_top1,5000,0.412126633895596,3.5932142463599592,0.0787777116972371,0.3326,1.078447553701153,0.6700771278237582,0.5589237348556518
round2_test_small,film_mean_patch_aux,17,film_mean_patch_aux_raw_soft_fusion,5000,0.3972579615883602,3.494196505236553,0.0639090393900013,0.3326,1.078447553701153,0.6700771278237582,0.5589237348556518
round2_selection_small,film_mean_patch_aux,18,film_mean_patch_aux_hard_top1,5000,0.3381125198298803,4.114819943609795,0.0746627856058214,0.6232,1.136716411738284,0.7062816032901174,0.5219977963984013
round2_selection_small,film_mean_patch_aux,18,film_mean_patch_aux_raw_soft_fusion,5000,0.3198505450141718,3.990231633101205,0.0564008107901129,0.6232,1.136716411738284,0.7062816032901174,0.5219977963984013
round2_diagnostic_balanced_small,film_mean_patch_aux,18,film_mean_patch_aux_hard_top1,5000,0.4009163490322593,2.4646417095136,0.0948227935690181,0.4754,1.0617635025636876,0.6597107433317335,0.5579776721656322
round2_diagnostic_balanced_small,film_mean_patch_aux,18,film_mean_patch_aux_raw_soft_fusion,5000,0.3764782414503512,2.2981082078672093,0.07038468598711,0.4754,1.0617635025636876,0.6597107433317335,0.5579776721656322
round2_test_small,film_mean_patch_aux,18,film_mean_patch_aux_hard_top1,5000,0.411099921752396,3.560706653671465,0.0777509995540371,0.6124,1.1281184056612688,0.7009393618047263,0.5345804681032896
round2_test_small,film_mean_patch_aux,18,film_mean_patch_aux_raw_soft_fusion,5000,0.3992430731419881,3.481462175713182,0.0658941509436292,0.6124,1.1281184056612688,0.7009393618047263,0.5345804681032896
round2_selection_small,film_panel_gated_mean_aux,16,film_panel_gated_mean_aux_hard_top1,5000,0.3347278590125992,4.111318967683854,0.0712781247885403,0.3682,1.142983007663302,0.7101752558972686,0.5004149354100227
round2_selection_small,film_panel_gated_mean_aux,16,film_panel_gated_mean_aux_raw_soft_fusion,5000,0.3176430772227049,3.971115911176869,0.054193342998646,0.3682,1.142983007663302,0.7101752558972686,0.5004149354100227
round2_diagnostic_balanced_small,film_panel_gated_mean_aux,16,film_panel_gated_mean_aux_hard_top1,5000,0.3941372944247501,2.387828693834333,0.088043738961509,0.3594,1.0577102391036228,0.6571923079621979,0.5472804116249085
round2_diagnostic_balanced_small,film_panel_gated_mean_aux,16,film_panel_gated_mean_aux_raw_soft_fusion,5000,0.3705204852003546,2.207316227199735,0.0644269297371134,0.3594,1.0577102391036228,0.6571923079621979,0.5472804116249085
round2_test_small,film_panel_gated_mean_aux,16,film_panel_gated_mean_aux_hard_top1,5000,0.4121456453560502,3.567146970133894,0.0787967231576913,0.3366,1.0641083276248988,0.661167662055436,0.5487302899450064
round2_test_small,film_panel_gated_mean_aux,16,film_panel_gated_mean_aux_raw_soft_fusion,5000,0.3989398090907481,3.480285831979284,0.0655908868923892,0.3366,1.0641083276248988,0.661167662055436,0.5487302899450064
round2_selection_small,film_panel_gated_mean_aux,17,film_panel_gated_mean_aux_hard_top1,5000,0.3324385097682505,4.0220582659079,0.0689887755441916,0.6284,1.1630144832301883,0.7226215110531077,0.4854419180631638
round2_selection_small,film_panel_gated_mean_aux,17,film_panel_gated_mean_aux_raw_soft_fusion,5000,0.3117366787301427,3.406305660913505,0.0482869445060838,0.6284,1.1630144832301883,0.7226215110531077,0.4854419180631638
round2_diagnostic_balanced_small,film_panel_gated_mean_aux,17,film_panel_gated_mean_aux_hard_top1,5000,0.3926673558419628,4.268121609924699,0.0865738003787217,0.5228,1.0856870460785926,0.6745752753611653,0.5288601904571056
round2_diagnostic_balanced_small,film_panel_gated_mean_aux,17,film_panel_gated_mean_aux_raw_soft_fusion,5000,0.3651291691046776,3.039819988889438,0.0590356136414364,0.5228,1.0856870460785926,0.6745752753611653,0.5288601904571056
round2_test_small,film_panel_gated_mean_aux,17,film_panel_gated_mean_aux_hard_top1,5000,0.4118836210551904,3.583587643160109,0.0785346988568315,0.6094,1.152778194908006,0.7162613471154822,0.5043855809479952
round2_test_small,film_panel_gated_mean_aux,17,film_panel_gated_mean_aux_raw_soft_fusion,5000,0.3983566071339781,3.489494870121672,0.0650076849356192,0.6094,1.152778194908006,0.7162613471154822,0.5043855809479952
round2_selection_small,film_panel_gated_mean_aux,18,film_panel_gated_mean_aux_hard_top1,5000,0.3346322478519752,4.020154897984107,0.0711825136279163,0.6276,1.1601526063501837,0.7208433295076713,0.4985501437991858
round2_selection_small,film_panel_gated_mean_aux,18,film_panel_gated_mean_aux_raw_soft_fusion,5000,0.3149883581239133,3.5760290514443915,0.0515386238998544,0.6276,1.1601526063501837,0.7208433295076713,0.4985501437991858
round2_diagnostic_balanced_small,film_panel_gated_mean_aux,18,film_panel_gated_mean_aux_hard_top1,5000,0.3972712377088377,2.464001591624926,0.0911776822455966,0.493,1.0847850378528237,0.6740148273764178,0.5396831953823567
round2_diagnostic_balanced_small,film_panel_gated_mean_aux,18,film_panel_gated_mean_aux_raw_soft_fusion,5000,0.3717296620193636,2.199192756272709,0.0656361065561225,0.493,1.0847850378528237,0.6740148273764178,0.5396831953823567
round2_test_small,film_panel_gated_mean_aux,18,film_panel_gated_mean_aux_hard_top1,5000,0.4097033246184816,3.515417102054885,0.0763544024201226,0.612,1.1489380242805929,0.7138753178996965,0.5115360011011362
round2_test_small,film_panel_gated_mean_aux,18,film_panel_gated_mean_aux_raw_soft_fusion,5000,0.3979418497197839,3.46934564934486,0.064592927521425,0.612,1.1489380242805929,0.7138753178996965,0.5115360011011362
round2_selection_small,film_panel_lowrank_aux,16,film_panel_lowrank_aux_hard_top1,5000,0.3170042794908076,2.5147845732293006,0.0535545452667487,0.372,1.1039132231613622,0.685899844430061,0.5048673631072045
round2_selection_small,film_panel_lowrank_aux,16,film_panel_lowrank_aux_raw_soft_fusion,5000,0.2999345411511633,2.4579815928427737,0.0364848069271043,0.372,1.1039132231613622,0.685899844430061,0.5048673631072045
round2_diagnostic_balanced_small,film_panel_lowrank_aux,16,film_panel_lowrank_aux_hard_top1,5000,0.3730200629634549,0.9099832190933496,0.0669265075002138,0.372,1.0117346533603035,0.6286260767830303,0.5567876013368368
round2_diagnostic_balanced_small,film_panel_lowrank_aux,16,film_panel_lowrank_aux_raw_soft_fusion,5000,0.3515963789489295,0.8225700994579885,0.0455028234856883,0.372,1.0117346533603035,0.6286260767830303,0.5567876013368368
round2_test_small,film_panel_lowrank_aux,16,film_panel_lowrank_aux_hard_top1,5000,0.4116646928331349,3.572741929264118,0.0783157706347759,0.3316,1.0633657564722,0.660706287458539,0.5422721568048
round2_test_small,film_panel_lowrank_aux,16,film_panel_lowrank_aux_raw_soft_fusion,5000,0.3998847362142842,3.49669433675735,0.0665358140159252,0.3316,1.0633657564722,0.660706287458539,0.5422721568048
round2_selection_small,film_panel_lowrank_aux,17,film_panel_lowrank_aux_hard_top1,5000,0.3325952058345225,4.030161802066147,0.0691454716104636,0.6274,1.1606989837661386,0.7211828198269941,0.4832286871939897
round2_selection_small,film_panel_lowrank_aux,17,film_panel_lowrank_aux_raw_soft_fusion,5000,0.3102311191869052,3.1668631256137663,0.0467813849628463,0.6274,1.1606989837661386,0.7211828198269941,0.4832286871939897
round2_diagnostic_balanced_small,film_panel_lowrank_aux,17,film_panel_lowrank_aux_hard_top1,5000,0.3886048992630909,2.042226305647976,0.0825113437998498,0.5064,1.084014380992949,0.6735359957302921,0.5289601594567299
round2_diagnostic_balanced_small,film_panel_lowrank_aux,17,film_panel_lowrank_aux_raw_soft_fusion,5000,0.3609724874234351,1.3905706614230424,0.0548789319601939,0.5064,1.084014380992949,0.6735359957302921,0.5289601594567299
round2_test_small,film_panel_lowrank_aux,17,film_panel_lowrank_aux_hard_top1,5000,0.410849279685365,3.5647200652704893,0.0775003574870061,0.6076,1.12079623143363,0.6963898471088185,0.5126956447362899
round2_test_small,film_panel_lowrank_aux,17,film_panel_lowrank_aux_raw_soft_fusion,5000,0.3970780892363975,3.466039938388592,0.0637291670380386,0.6076,1.12079623143363,0.6963898471088185,0.5126956447362899
round2_selection_small,film_panel_lowrank_aux,18,film_panel_lowrank_aux_hard_top1,5000,0.3353016228589375,4.11560119983548,0.0718518886348785,0.6262,1.1269125029323623,0.7001900909908582,0.522050157392025
round2_selection_small,film_panel_lowrank_aux,18,film_panel_lowrank_aux_raw_soft_fusion,5000,0.3156488105477227,3.834732447858758,0.0521990763236637,0.6262,1.1269125029323623,0.7001900909908582,0.522050157392025
round2_diagnostic_balanced_small,film_panel_lowrank_aux,18,film_panel_lowrank_aux_hard_top1,5000,0.3975844265474181,2.470865924170094,0.0914908710841769,0.4816,1.0502401425818724,0.6525508765187901,0.5612362494409084
round2_diagnostic_balanced_small,film_panel_lowrank_aux,18,film_panel_lowrank_aux_raw_soft_fusion,5000,0.3713802402543195,2.2533592081091256,0.0652866847910784,0.4816,1.0502401425818724,0.6525508765187901,0.5612362494409084
round2_test_small,film_panel_lowrank_aux,18,film_panel_lowrank_aux_hard_top1,5000,0.4110854729452869,3.580579885671341,0.0777365507469279,0.6172,1.1489727019779734,0.7138968628037022,0.5101590365946292
round2_test_small,film_panel_lowrank_aux,18,film_panel_lowrank_aux_raw_soft_fusion,5000,0.3963197749092127,3.4811086798567152,0.0629708527108538,0.6172,1.1489727019779734,0.7138968628037022,0.5101590365946292
